order_id,restaurant_id,customer_id,cuisine,order_time,delivery_time,delivery_duration_minutes,distance_km,rating,amount
58061c60-17fd-4177-a2b5-0fe16210a309,65,203,American,2025-01-15T03:45:48.612478,2025-06-21T03:49:59.796362,226084.19,1.67,3.0,148.66
18dc2d6f-888d-47b9-b7b8-222a214aeecc,100,103,Chinese,2025-03-03T04:21:19.914966,2025-04-11T19:30:26.403620,57069.11,3.69,5.0,62.21
bb0fb34c-c946-4814-8233-07b6613c3c46,98,361,American,2025-01-14T12:40:13.602910,2025-08-04T05:17:09.938701,290436.94,14.05,3.0,36.6
87334051-82c2-4392-864d-f5862852bed9,66,480,Chinese,2025-07-05T10:56:54.074682,2025-09-18T18:38:43.288388,108461.82,0.72,,51.58
41ae5cc3-955d-40ab-af57-6ff20db631e8,98,39,Chinese,2025-06-10T18:25:35.738292,2025-07-13T22:29:44.154671,47764.14,2.6,4.0,19.28
823666ee-af75-474a-acbe-49c9011a5bfd,92,314,Italian,2025-03-13T10:41:15.832369,2025-07-22T11:16:28.052997,188675.2,12.32,2.0,71.85
ba6e3327-4aaf-42b9-b1b3-fcf075f4a09c,77,176,Indian,2025-04-28T05:52:26.832793,2025-08-18T01:18:02.396398,161005.59,17.25,1.0,119.47
80cc7d19-39af-4131-9fbe-1625e8fd3abe,52,72,Mexican,2025-02-28T23:44:10.296251,2025-07-25T08:27:56.766744,210763.77,10.64,2.0,119.66
a4e36643-ca15-46f2-ac26-df9bfba2d6a0,90,164,Indian,2025-02-14T00:37:24.742928,2025-04-02T01:39:25.122733,67742.01,8.41,3.0,135.92
646f8fff-c062-481a-ab9d-82dcba21daa2,47,72,American,2025-08-19T03:01:21.977662,2025-09-04T02:11:49.148773,22990.45,17.96,,15.99
d2a4c093-8114-4e62-8bac-13a9f0a94411,22,134,Chinese,2025-01-28T14:55:08.315365,2025-05-04T08:33:04.832984,137857.94,14.93,2.0,74.69
80510ebb-5bb9-4702-96a9-3d8a2136b1cd,63,18,American,2025-03-23T03:01:23.227763,2025-08-31T18:51:03.537017,232789.67,8.41,5.0,82.77
ef2c9851-62f1-4782-b4e5-483c15e08712,14,189,Chinese,2025-01-15T13:18:03.216539,2025-03-03T18:38:26.819748,68000.39,10.51,5.0,131.22
e39aabc3-be51-4e52-b2b7-97278c0dfa48,42,134,Chinese,2025-09-12T06:10:37.538851,2025-09-17T16:08:44.728379,7798.12,11.78,4.0,79.02
f9f7d719-00a4-42f7-a127-665cbcd16e7b,10,402,Chinese,2025-07-08T20:25:53.411540,2025-08-23T22:34:13.434561,66368.33,10.38,2.0,197.75
78961918-efd3-4740-b435-edef908cbe4f,23,209,Mexican,2025-04-02T12:10:21.812356,2025-09-15T13:19:58.917266,239109.62,17.47,1.0,199.65
c60bc968-4a5a-4d7c-bc4b-e906e7b4ba13,50,28,American,2025-04-06T10:54:02.479580,2025-06-30T02:45:47.750450,121911.75,7.79,,124.62
0e032ece-8d98-45cb-8ce0-95e0c1bfee63,70,387,Indian,2025-03-21T15:57:12.824092,2025-05-09T03:54:36.546719,69837.4,19.72,3.0,197.43
d15c13e5-e34e-4f67-b9fa-26ce9192db74,42,141,Indian,2025-04-19T17:08:51.087286,2025-09-17T14:23:07.221479,217274.27,0.35,4.0,41.63
42213cba-82b8-46af-acc9-675402708b9a,46,331,Italian,2025-09-08T17:14:45.565006,2025-09-19T17:29:24.495425,15854.65,2.91,5.0,133.73
5098a94c-5e32-4d19-bca0-c6d914f366b4,96,274,American,2025-04-22T03:12:52.514977,2025-09-10T15:17:24.878186,203764.54,13.82,,24.53
2db9aa2d-4fa5-4f63-9b19-46787c1fbf19,74,496,Indian,2025-07-31T02:42:18.201195,2025-09-01T11:28:39.997698,46606.36,18.17,5.0,23.8
b041bfc8-bf2d-4e21-930a-bc4c06e74ea6,12,73,American,2025-04-08T05:49:54.706874,2025-07-24T13:03:50.529474,154513.93,13.49,,67.69
