order_id,restaurant_id,customer_id,cuisine,order_time,delivery_time,delivery_duration_minutes,distance_km,rating,amount
49261652-caa4-494d-b975-efc8e480f208,93,316,Mexican,2025-03-26T22:48:56.959399,2025-09-12T07:29:31.284379,243880.57,16.1,4.0,142.78
bcb35da7-1238-4287-afa8-d2faeab9b6f4,39,126,Mexican,2025-07-03T06:19:10.709698,2025-07-15T03:56:15.493539,17137.08,10.66,2.0,197.17
6ab0fdff-306f-41d8-be33-cc783acbcb18,86,68,Indian,2025-02-01T03:54:22.651571,2025-08-23T10:49:40.065979,292735.29,18.46,1.0,116.59
f3547b13-d94d-4d45-84a4-65e4df1a81d2,32,357,Mexican,2025-07-13T20:06:57.968045,2025-08-08T21:00:43.285361,37493.76,12.98,1.0,24.02
58752870-0779-433b-8f3f-a71cd1e856af,76,15,American,2025-06-27T00:31:16.880817,2025-09-08T20:57:26.927663,106346.17,16.3,,100.53
25922a2a-e582-46c2-83b8-d69d5a44d414,31,45,Indian,2025-06-13T09:31:05.510285,2025-07-22T17:19:16.377412,56628.18,4.25,,155.23
f9fd9340-4192-40e8-a6a6-bec23545b11c,75,13,Indian,2025-07-26T18:56:29.635297,2025-07-28T18:42:17.195807,2865.79,10.46,1.0,199.43
475f4fe4-aecf-4533-8117-c5c32d946ee4,4,421,American,2025-03-16T13:20:05.071529,2025-03-19T18:20:18.308402,4620.22,9.69,3.0,94.11
f22c85b4-fc99-4018-8a43-21976e280c6a,89,329,Chinese,2025-07-05T17:08:11.472511,2025-08-29T18:44:56.115300,79296.74,0.11,5.0,40.46
9e372345-688e-4574-8852-aa89152a0bb5,21,201,Chinese,2025-04-25T09:54:11.037788,2025-08-14T08:46:45.746132,159772.58,13.25,2.0,80.71
3ca790fa-2c12-4de4-99ef-eed88f274486,32,389,Indian,2025-07-31T07:33:32.088918,2025-09-17T21:30:36.666800,69957.08,9.14,4.0,159.22
8a994022-3627-4316-961e-ce70cd7169fa,88,283,Chinese,2025-04-12T13:15:52.317802,2025-06-24T22:08:35.853801,105652.73,9.19,4.0,145.48
054b144d-8697-4927-a494-25348da2a9ad,75,324,Mexican,2025-02-22T09:14:47.803894,2025-06-09T19:41:56.951427,154707.15,16.24,1.0,43.53
10068e87-31d9-49c5-859f-887c67bc5599,54,183,American,2025-07-05T22:12:38.452213,2025-09-04T03:39:22.562427,86726.74,12.44,3.0,82.1
4337d020-31d7-46d4-8eae-f681a23fa89f,51,434,Indian,2025-04-11T20:50:20.507719,2025-05-06T21:02:31.024269,36012.18,18.37,5.0,23.92
02ab6cd3-4bf4-41d7-8bf0-94538b8d53a2,59,256,Italian,2025-09-09T04:51:14.891092,2025-09-16T10:40:06.916127,10428.87,12.2,3.0,70.46
f325d82e-1507-4c11-ae88-1192d42eb38d,81,152,Mexican,2025-05-29T00:36:58.577124,2025-08-11T21:20:19.922858,107803.36,15.66,5.0,64.44
5f2d863a-9629-40e3-a6a5-d8ec40a9b697,51,67,Chinese,2025-04-09T13:14:49.644605,2025-08-19T11:51:03.283988,189996.23,11.27,2.0,187.67
4b78a732-8947-4e77-832b-eea6841feaa4,17,116,Mexican,2025-01-19T20:30:15.993718,2025-04-05T07:01:47.762942,108631.53,16.74,2.0,12.72
e135e5ef-2390-49b9-8be2-9b5fca8bd92d,55,355,Chinese,2025-03-28T04:43:12.246695,2025-05-29T16:11:42.248723,89968.5,9.87,5.0,119.87
