order_id,restaurant_id,customer_id,cuisine,order_time,delivery_time,delivery_duration_minutes,distance_km,rating,amount
9ff48857-c0a3-445d-b3c5-b2112be74ddd,86,72,Chinese,2025-08-15T18:57:30.319928,2025-08-18T07:22:47.716800,3625.29,0.58,3.0,80.82
51e976d3-60b7-4299-9151-53097a67964f,66,272,Italian,2025-04-25T15:26:34.442440,2025-06-17T08:54:39.557082,75928.09,11.8,4.0,163.36
bdf26855-852c-4520-9a0c-c85c7131330a,73,235,Mexican,2025-01-10T08:25:39.215494,2025-08-01T14:56:07.712744,292710.47,12.46,4.0,103.86
16f620c5-5322-4457-bb3c-47d22d2aafcc,11,102,Indian,2025-07-19T22:20:58.004506,2025-09-15T21:04:43.365729,83443.76,13.49,5.0,134.97
28e44ee2-984c-441a-8cdc-d83685845978,21,456,Indian,2025-07-07T02:43:18.421879,2025-08-18T11:12:29.376423,60989.18,17.4,4.0,160.72
327fd8e5-1488-442e-9cce-7423224838c0,41,283,Indian,2025-04-18T00:52:37.648110,2025-05-27T08:09:57.103744,56597.32,14.09,2.0,158.21
ae1f1a7f-edf8-457c-ae3e-4969e03db93e,96,228,Italian,2025-04-19T23:03:15.704569,2025-06-28T03:59:23.427202,99656.13,0.23,,21.88
47c4723f-497c-462e-9a81-dde1ecf37f0e,42,18,Mexican,2025-06-02T02:28:52.041440,2025-06-24T13:21:38.548628,32332.78,15.29,5.0,90.85
21b16637-97df-4731-96fe-fbfb1951ea4f,69,337,Mexican,2025-09-18T03:03:04.109492,2025-09-18T13:51:06.284196,648.04,10.72,3.0,25.54
f22eb728-88a3-4ee8-b7bf-482f3727b2f6,34,75,Mexican,2025-02-27T18:59:54.456829,2025-03-30T23:44:59.471786,44925.08,11.65,5.0,133.55
bf99ba32-2fe1-4e23-9d4c-9b19537288de,90,394,Mexican,2025-02-22T15:00:23.474981,2025-07-17T18:03:54.971524,208983.52,15.74,5.0,164.45
bd98a5a1-62a0-4e1b-8d1e-57fcf4283f35,49,196,Chinese,2025-03-18T15:33:06.409582,2025-07-08T17:37:04.892600,161403.97,8.12,,60.45
bbd981f8-1178-4c8b-8253-264bd2d5dc89,93,386,Chinese,2025-04-10T04:03:22.023393,2025-09-15T15:26:57.287179,228203.59,7.14,3.0,119.44
db585b7c-3733-4fb1-89a3-86ba9b7444af,71,393,Italian,2025-08-19T19:36:30.004776,2025-09-09T07:02:29.552006,29485.99,4.54,,116.82
