order_id,restaurant_id,customer_id,cuisine,order_time,delivery_time,delivery_duration_minutes,distance_km,rating,amount
c2e75ca3-4182-4ab1-b6d3-19d3991942b3,68,243,American,2025-01-21T04:09:08.753234,2025-05-29T03:25:06.169577,184275.96,10.19,3.0,143.76
6371da41-6007-437f-bbd2-ed4355d62f86,56,55,Mexican,2025-04-17T07:29:47.816677,2025-09-02T05:22:06.865144,198592.32,14.44,5.0,197.14
7e3a8d47-9beb-4c50-bbd9-6eed9690af52,20,53,Mexican,2025-07-09T07:57:18.847754,2025-09-01T12:50:56.628940,78053.63,0.12,3.0,55.63
e5655946-ff8b-4e37-ae8d-14b62328056f,21,215,Indian,2025-06-29T08:45:58.054840,2025-08-26T14:05:05.011224,83839.12,7.9,,112.75
1cb56f29-ac79-4712-8100-742d7ac96282,62,298,Chinese,2025-03-15T01:16:43.625398,2025-08-18T10:08:15.869671,225171.54,5.95,5.0,41.31
b386e43b-9ca1-4cd8-858b-141cf829fd5f,31,447,Chinese,2025-02-28T01:29:16.717364,2025-05-16T02:31:21.156457,110942.07,3.61,2.0,189.69
2def7295-e011-4796-89a0-01ed18cc0653,28,279,Chinese,2025-05-28T18:30:03.395181,2025-09-07T10:19:06.960374,146389.06,2.81,2.0,139.46
17c429b1-c9fd-4cad-8d25-c5315703779e,40,498,Mexican,2025-08-18T05:55:23.693068,2025-09-07T05:43:40.609006,28788.28,1.45,3.0,30.93
153ebb79-ae4c-4445-9a6c-fb2cd34e64a4,14,499,American,2025-08-19T22:39:31.457628,2025-08-31T02:02:16.740424,16042.75,17.34,,74.01
7018faa5-6c7f-4dfc-8bef-6733d6de369b,96,58,Mexican,2025-01-18T06:39:55.328542,2025-09-03T11:33:17.918742,328613.38,7.51,2.0,166.73
89fc6fd1-efb2-42b4-a859-bd930898a55d,47,275,Italian,2025-09-04T17:11:51.416287,2025-09-12T17:21:12.695065,11529.35,5.47,5.0,118.08
4315b22a-14f0-4aef-afc2-e41c440b6325,19,357,Chinese,2025-09-09T07:52:12.794780,2025-09-13T19:50:23.836792,6478.18,9.83,3.0,155.14
5d4e36c0-533b-4678-9cf8-51a23bb8c884,38,286,American,2025-04-27T14:03:22.080294,2025-07-02T17:30:56.387072,95247.57,9.97,5.0,50.82
c3ff8f38-8876-414b-93ec-7b5580f26deb,68,452,Mexican,2025-09-10T15:25:56.320720,2025-09-12T09:14:27.770139,2508.52,7.02,5.0,107.59
