order_id,restaurant_id,customer_id,cuisine,order_time,delivery_time,delivery_duration_minutes,distance_km,rating,amount
4aad829c-0a4f-48ac-b4f6-1958d89ec54a,49,108,Indian,2025-09-14T08:33:54.636949,2025-09-19T23:24:45.888025,8090.85,18.89,1.0,48.58
851c8c6c-fba0-4c0f-a711-7af0c6483f6d,68,103,Indian,2025-03-31T17:07:21.706997,2025-08-08T10:26:38.880354,186799.29,9.7,3.0,21.86
505964ec-7316-4532-b5c5-6a7eda2dc851,75,411,American,2025-07-22T09:45:47.834898,2025-09-12T03:46:33.554048,74520.76,14.06,5.0,103.2
bbfd659f-eb78-4e17-bfb5-7ab0737acf29,85,312,Mexican,2025-07-11T04:55:33.669698,2025-09-18T09:09:27.623282,99613.9,6.31,3.0,162.27
a91efb29-7aaf-4a03-aafa-6bf20b975862,29,452,Indian,2025-09-02T06:54:21.638992,2025-09-15T01:49:43.641580,18415.37,13.68,5.0,153.41
5f75530f-e039-4af9-8399-e4c85a7e005c,79,54,Italian,2025-08-25T12:58:51.678653,2025-09-09T04:35:03.486042,21096.2,19.54,1.0,13.38
fa84e400-8d3e-43a8-a1c3-580a648a411b,72,403,Indian,2025-07-06T11:20:04.725782,2025-08-29T08:37:20.307072,77597.26,9.73,1.0,36.52
b6713d0a-ece0-419d-9f1d-eb23e23bff95,40,211,Indian,2025-04-29T16:58:43.686073,2025-09-18T05:54:12.445911,203815.48,12.93,1.0,64.22
941e2d89-59ac-4b44-a5a6-66813a10118f,28,224,Indian,2025-04-15T23:52:13.644308,2025-04-24T12:26:24.975233,12274.19,14.04,,194.73
0877c81f-5581-4ce6-98e7-378bb2dd316e,54,339,Mexican,2025-02-25T03:19:24.581953,2025-03-19T09:29:52.259930,32050.46,11.97,4.0,144.21
068d61a0-0ee8-4fec-90a1-6883ebb27388,27,400,Indian,2025-08-28T00:50:31.192799,2025-09-09T19:43:27.051533,18412.93,18.54,1.0,112.53
33b92319-3a98-4f1e-9332-d73e2f17a7e1,50,215,American,2025-03-06T17:52:12.901959,2025-09-09T01:52:43.753692,268320.51,7.95,3.0,28.13
d5f1fc64-322f-4fc5-a3df-da671615a977,91,471,Italian,2025-01-23T22:42:34.859048,2025-08-31T11:17:20.716624,316114.76,12.99,4.0,24.25
06499422-d28c-4a27-95a8-8e9a3bd22c43,55,163,Chinese,2025-07-05T08:53:31.901330,2025-08-11T10:12:37.503238,53359.09,15.26,5.0,96.47
dd797035-4bc4-4155-8dde-fb818bec1e90,1,408,Chinese,2025-04-08T16:16:23.638560,2025-07-19T17:01:09.326823,146924.76,4.6,4.0,75.1
9f6937ca-c650-45c0-ab57-494114a2e319,26,332,American,2025-02-19T07:55:42.352385,2025-04-11T12:44:00.983096,73728.31,11.56,2.0,144.17
d3e6591e-5b4a-4b8c-88ad-4e1ad7a7cb09,73,234,Italian,2025-03-19T05:03:11.507381,2025-05-25T06:37:33.565471,96574.37,16.14,2.0,108.5
eb06877b-42a0-4056-8149-14a6a41e229e,54,77,Italian,2025-05-04T12:42:27.313941,2025-09-17T09:39:24.039505,195656.95,6.32,4.0,112.1
