order_id,restaurant_id,customer_id,cuisine,order_time,delivery_time,delivery_duration_minutes,distance_km,rating,amount
655030c1-b257-47db-ab62-6d35b5de6a88,5,15,American,2025-01-23T15:15:20.789908,2025-04-06T22:30:21.845981,105555.02,0.86,5.0,56.03
cdc62f1e-18d2-4b9d-ba4f-05aef2632868,59,222,American,2025-06-25T17:11:41.823478,2025-07-18T14:38:11.937957,32966.5,6.08,4.0,97.89
900b0110-1125-415d-ad5c-6ac9900f464b,15,288,Indian,2025-07-24T14:34:10.134556,2025-08-09T07:21:21.337217,22607.19,16.38,,138.69
beb023b0-20ce-4cb3-b7f3-57c95d7120ba,15,119,Chinese,2025-07-18T05:13:47.687730,2025-08-19T20:07:17.210448,46973.49,19.1,5.0,79.68
08d6f5eb-058c-4757-b887-e0f16dba092a,36,287,American,2025-09-10T21:46:01.787668,2025-09-11T21:25:44.946036,1419.72,17.33,,52.31
ce37d6bc-2495-4b79-9024-d82e7a04f06c,8,142,Mexican,2025-07-03T02:31:52.639891,2025-09-06T12:07:27.433535,94175.58,19.95,2.0,85.05
789fba8c-3891-4542-99c1-a4865d4c6eaf,7,9,Italian,2025-01-05T16:49:06.410369,2025-02-15T22:45:32.272270,59396.43,8.48,4.0,196.22
e983cd41-a2c6-4bda-86b6-a0bff3aefe8a,15,493,Italian,2025-08-08T16:43:56.201137,2025-09-01T07:46:07.907777,34022.2,19.51,1.0,140.13
17e34309-841c-4242-9816-fc5eca378780,7,106,Chinese,2025-01-27T15:16:34.550895,2025-02-02T15:13:11.570541,8636.62,18.03,4.0,85.2
1bda88a3-e898-4158-a243-98a635e93081,49,18,American,2025-02-17T23:29:33.246448,2025-09-03T16:04:17.858028,284674.74,5.26,4.0,58.79
fc64f025-1148-4933-a08e-6909444ce1fa,7,337,American,2025-07-05T05:34:09.936715,2025-07-10T08:47:23.640296,7393.23,19.9,5.0,41.11
48e2dc0a-c5b0-423d-8fcd-08f940d2b689,3,10,Mexican,2025-07-21T12:46:43.709477,2025-08-12T13:01:17.745428,31694.57,1.16,5.0,178.25
5d2300df-a9c9-43a4-b6e7-f99846794520,57,115,Indian,2025-07-16T12:48:46.983709,2025-09-03T20:42:57.120965,71034.17,19.71,3.0,116.4
