order_id,restaurant_id,customer_id,cuisine,order_time,delivery_time,delivery_duration_minutes,distance_km,rating,amount
9d8b3b5d-ac0e-4af3-bc44-224e7ef2047f,59,197,Mexican,2025-02-20T21:06:52,2025-08-17T19:42:49,256235.95,10.25,1.0,123.15
7f141f38-c616-4952-a4a5-cb128625ac34,52,348,Indian,2025-05-29T04:43:38,2025-08-25T02:59:23,126615.75,19.68,5.0,133.37
88ecf1c2-77e4-4e70-b0fd-a71c3c273740,43,224,Indian,2025-08-11T20:54:55,2025-08-12T20:26:41,1411.77,5.61,5.0,168.91
d26c44ad-713b-4ab9-8980-89c596bfb6eb,50,384,Mexican,2025-08-23T09:07:53,2025-09-11T10:09:12,27421.32,14.49,2.0,41.32
4b12b5df-86e6-47fd-b2ae-34b457eaeb74,39,152,Indian,2025-03-07T10:08:16,2025-08-23T19:45:00,243936.73,12.63,4.0,37.9
33d35cf6-4545-410e-8f95-80311a8cb130,83,450,Italian,2025-06-18T21:31:26,2025-07-18T10:55:18,42563.87,3.56,5.0,153.9
8ac4a245-beb4-4da9-ab34-25b3b43e769a,32,36,American,2025-02-16T23:11:20,2025-03-11T06:52:16,32140.93,2.94,,156.08
1b29ab28-7ecb-48ec-8419-c878d818cb8a,97,363,Italian,2025-04-30T09:06:47,2025-08-13T03:03:29,150836.7,10.39,3.0,135.91
05e14e17-1524-4167-8f42-195496794950,98,319,Chinese,2025-05-09T22:44:21,2025-07-21T13:42:43,104578.37,3.27,4.0,166.49
9d4aaa8c-6bee-408b-8bd9-35e635278f7e,34,496,Indian,2025-07-28T09:09:56,2025-08-15T21:14:24,26644.47,17.09,2.0,60.89
9b79e3e2-0b2b-4c79-bda4-98c5eed2e97c,18,49,Mexican,2025-08-23T13:57:54,2025-09-06T06:32:39,19714.75,1.03,,45.35
1ec2342c-fb54-4f22-a36e-e905d0dd906b,88,225,Indian,2025-05-07T19:19:52,2025-07-16T19:30:54,100811.03,8.37,1.0,91.28
aa69beb9-a5a7-495a-9b5f-8111aa87f73c,84,137,American,2025-08-31T11:23:02,2025-09-02T09:10:16,2747.23,17.42,3.0,110.75
be83738e-1c96-4d26-ba71-2aba38efe894,69,481,American,2025-05-02T20:42:46,2025-09-10T06:44:17,187801.52,0.94,2.0,40.63
ded3a987-0993-4ed1-97bf-605905e8585e,71,84,American,2025-04-08T15:14:43,2025-05-11T17:04:36,47629.88,17.15,,74.86
66dceb01-75e6-4ca3-a642-4b2affb1b79b,93,391,Italian,2025-01-31T03:11:57,2025-04-10T21:01:11,100429.23,1.58,1.0,12.81
a79f587c-1ee9-46d7-9759-2dec7dd0485c,67,354,Indian,2025-07-19T07:08:22,2025-09-02T02:40:29,64532.12,11.32,1.0,55.58
c276936e-3e4e-4e4f-81c1-2b88c1c5e81d,44,172,Indian,2025-04-30T14:02:45,2025-08-20T09:32:12,161009.45,0.3,,71.52
fbc7c5d6-bf24-42e9-bd76-53dd7acc5447,15,304,Indian,2025-01-14T19:45:33,2025-09-02T03:24:55,331659.37,14.43,3.0,28.62
603b7066-6a32-4a2a-a3dc-f532d7b39a10,76,180,Indian,2025-08-07T07:02:54,2025-08-14T00:30:51,9687.95,4.83,2.0,134.06
d736cc9a-b0c6-4eec-9179-2d1474e9497d,32,427,American,2025-06-03T13:40:05,2025-09-02T07:55:09,130695.07,17.95,5.0,22.45
50859689-59be-491f-b141-0a64d4d0c255,92,409,Indian,2025-03-06T16:41:02,2025-07-03T15:03:17,171262.25,8.91,,114.72
9d4c8dca-ebcc-4387-9373-654e63940603,34,32,Indian,2025-05-14T16:30:34,2025-06-25T13:16:33,60285.98,0.69,4.0,79.07
9e6582c5-d1d2-4dc8-8e2e-84a5a9513dd7,42,262,American,2025-05-08T13:52:19,2025-08-23T11:34:14,153941.92,5.86,1.0,122.35
026b7720-0918-4f73-b9ee-301e7add021f,95,319,Chinese,2025-09-10T14:04:11,2025-09-15T10:30:04,6985.88,7.57,1.0,133.24
261fe131-8bf4-4221-a029-24e468797d72,95,13,Chinese,2025-05-26T07:18:59,2025-06-07T03:00:39,17021.67,6.43,5.0,177.21
28f88f0a-6e82-47c7-9487-5721c30c24ae,59,297,Mexican,2025-05-16T23:16:52,2025-06-24T03:38:42,54981.83,5.99,5.0,124.67
cb9fa860-53d9-4187-9220-90dc64d0fae0,80,89,Italian,2025-01-14T13:10:33,2025-05-26T15:53:46,190243.22,15.97,,73.45
3cc6d38d-a5bb-4869-b2c3-8c875b76d8ac,2,433,American,2025-07-28T03:26:48,2025-07-28T12:54:45,567.95,12.59,1.0,31.1
9f90b492-63bf-40c2-908b-36e7858881f2,67,438,Indian,2025-04-07T10:10:34,2025-07-12T06:32:59,138022.42,1.57,1.0,38.57
85062131-9a75-4ecf-ad48-766989f96be3,70,312,Chinese,2025-04-12T12:31:29,2025-07-18T03:23:01,139131.53,15.73,4.0,132.12
46563c33-13b1-409a-ae3c-1ea9e107085f,40,166,Chinese,2025-09-15T14:33:54,2025-09-18T21:37:12,4743.3,2.38,,44.62
08ef178d-84ec-4d23-b7d0-5c85bd80aa17,23,389,Italian,2025-02-04T05:41:50,2025-08-07T12:03:53,265342.05,0.72,,59.64
1bc040c4-e399-45a0-8bbc-51ded300762e,98,187,Italian,2025-02-27T00:55:45,2025-06-07T06:00:22,144304.62,3.3,4.0,197.3
404623de-0c32-4df2-b4e0-8a8d895f8213,35,468,American,2025-09-01T00:35:54,2025-09-10T19:56:27,14120.55,7.53,,13.23
72f77af0-5c6d-4ef5-9bd8-2e53afc13de0,8,298,Chinese,2025-01-13T07:31:09,2025-08-17T04:34:00,310862.85,0.5,3.0,106.42
ce672dd3-699e-4879-b491-59e0777362c4,22,175,Indian,2025-01-06T09:26:51,2025-06-01T05:29:53,210003.03,12.89,5.0,50.33
7a17f23f-8997-40bb-a23a-84e7b9dd7017,87,247,Chinese,2025-02-12T18:17:30,2025-03-03T11:09:33,26932.05,15.47,3.0,110.6
2387eb2c-314d-45b4-82a1-26f3eedfd313,94,183,Indian,2025-05-20T17:51:41,2025-05-23T06:19:36,3627.92,8.14,2.0,48.4
0fcf9cdc-c86b-44b5-a057-db50b76b754b,44,302,Italian,2025-05-09T12:36:35,2025-09-07T08:01:47,173965.2,19.25,2.0,118.16
8f6e5b15-c06d-47ec-84c6-43a731ab7d6b,23,269,Indian,2025-05-14T08:57:34,2025-08-03T04:35:11,116377.62,5.65,1.0,76.19
1d3e4bb5-88f8-42ad-98bd-ef705547b906,99,324,American,2025-04-24T02:23:59,2025-07-29T15:29:45,139025.77,17.56,4.0,124.33
da9fcc92-bc11-4acd-932b-aa5953998115,55,120,Indian,2025-08-04T17:56:03,2025-09-13T09:00:24,57064.35,11.11,3.0,185.54
d927a64d-18b3-466f-b916-884b3e07e4dd,96,267,Chinese,2025-09-01T18:43:32,2025-09-10T11:58:44,12555.2,17.53,2.0,65.74
6ce21691-8dc3-48b1-b032-80862a1cdfb8,64,83,Italian,2025-05-05T20:50:20,2025-06-07T23:29:40,47679.33,3.58,5.0,67.25
bee84010-ccba-41a9-8c4a-a566eefa84fb,22,389,American,2025-09-11T02:29:19,2025-09-11T07:35:06,305.78,3.82,,84.65
27855812-94c0-441e-b524-b2c162c9ff31,61,56,Italian,2025-06-06T06:11:21,2025-09-13T06:52:34,142601.22,9.33,4.0,27.43
a6efc013-1480-41cf-897f-2ae091f43a71,49,399,Mexican,2025-07-23T13:38:17,2025-07-29T17:19:14,8860.95,16.31,2.0,61.5
b2c0de39-d0ef-4e1d-b574-caf3875850f3,3,306,American,2025-09-12T19:31:56,2025-09-15T13:29:55,3957.98,1.57,4.0,148.47
c999f7d5-28bd-4bea-a9ea-5fc4fda84895,8,207,Italian,2025-07-14T06:08:43,2025-08-31T09:50:45,69342.03,9.39,5.0,19.51
3ecd1253-9050-446f-b7b7-6caef58661d3,85,164,American,2025-02-17T01:24:35,2025-03-21T04:40:54,46276.32,17.01,2.0,100.71
a74a0895-4039-43ad-9509-c653a1cd8ab1,51,301,Italian,2025-06-17T19:27:49,2025-06-29T21:10:55,17383.1,13.0,5.0,140.26
cd123ae3-81c9-409c-ae97-0141217db772,9,8,American,2025-05-11T20:35:20,2025-07-21T05:17:47,101322.45,15.06,,195.66
7e0096a6-73b9-4491-9b37-a8dade6ff885,23,414,Italian,2025-06-24T15:13:43,2025-08-11T05:42:40,68548.95,5.02,5.0,163.31
eb60c72c-1b0d-4e1d-b492-a774c91febac,90,153,Indian,2025-04-01T20:24:56,2025-07-29T11:15:55,170810.98,4.87,4.0,48.49
20dec32f-310d-4dc7-af0e-72eebdcb5481,40,187,Mexican,2025-01-28T21:22:00,2025-06-23T06:04:38,209322.63,3.86,4.0,199.53
d6d435f7-33a0-470c-84be-0327ddca8f79,90,23,American,2025-05-06T08:59:32,2025-05-24T17:16:40,26417.13,6.64,5.0,151.59
6b1346c5-c0ea-4653-88ec-ad237bc3dbe5,48,90,American,2025-06-18T21:48:39,2025-08-10T18:12:31,76103.87,14.67,2.0,52.02
ddbf6c13-9681-4dfe-aefe-1a163e9f4c63,94,441,Italian,2025-09-07T23:15:59,2025-09-18T11:29:53,15133.9,0.12,4.0,166.68
ff62317a-57fe-4da6-9e69-eddb3213b0e2,48,106,American,2025-06-11T19:17:45,2025-09-17T19:35:16,141137.52,17.96,3.0,191.11
b95b000c-186f-4a53-8ceb-3a529210a082,93,356,Indian,2025-07-06T05:34:44,2025-07-13T12:53:44,10519.0,12.81,3.0,14.33
fd677a6b-8de6-4d9c-b908-4ae4b4a5c701,20,189,Italian,2025-02-11T09:29:07,2025-09-06T19:55:08,298706.02,19.96,1.0,180.28
2dfd098f-a150-48a9-bb8b-b9a05e19a45d,51,113,American,2025-08-31T18:46:48,2025-09-15T22:17:21,21810.55,17.21,2.0,168.37
7aa4c69c-c37f-49b4-8d92-7ee258bd2e10,50,247,Italian,2025-04-04T23:30:48,2025-07-26T19:48:43,162497.92,15.77,1.0,179.09
ab1724e7-58bb-4fe8-a242-e102ccc1525e,92,437,Mexican,2025-07-03T10:20:04,2025-07-05T05:18:14,2578.17,10.31,3.0,160.4
d636a26c-1269-4f47-a6aa-bb4de7f92a58,26,252,Chinese,2025-04-04T14:54:53,2025-07-18T05:09:39,150614.77,18.25,3.0,26.16
f5c3b37b-03f2-4eed-a9fe-bbfea02d115b,20,73,Italian,2025-03-21T04:35:13,2025-08-31T12:51:02,235215.82,7.63,,50.78
9230090a-61f1-4cf8-9518-ea198e14f351,4,394,Italian,2025-02-04T20:00:45,2025-05-09T16:35:38,135154.88,13.42,1.0,28.5
dd371471-005f-45f8-90f0-f63f16df47a0,58,367,Chinese,2025-09-09T22:20:22,2025-09-12T01:47:52,3087.5,3.19,1.0,107.41
fba17a80-37ad-4935-a25a-ceeaba4904d0,92,113,Mexican,2025-08-07T10:04:56,2025-08-08T11:39:03,1534.12,3.35,3.0,11.18
060d425a-ebed-4e05-92fe-7324b45f6705,45,433,Italian,2025-05-01T12:15:47,2025-07-27T00:27:21,124571.57,11.28,,52.17
ea299d9a-d020-4897-8097-6c8cd52d3d3c,27,441,Mexican,2025-03-24T03:42:33,2025-06-29T23:54:31,140891.97,5.43,5.0,157.9
f0c8248a-b958-401c-8779-d084329edd48,27,414,Italian,2025-07-27T05:12:08,2025-08-12T06:31:32,23119.4,19.24,2.0,39.99
af297c1e-824f-4f76-aac5-f80a57e48666,19,356,Chinese,2025-07-18T13:45:21,2025-09-12T05:56:03,80170.7,7.47,5.0,10.25
b6b0e1db-7926-40e9-9ec6-a92062662432,98,441,Italian,2025-05-28T19:18:15,2025-07-26T03:30:13,84011.97,1.05,4.0,137.74
c82e3f98-62e5-4cba-bfd6-84ccf20c6eab,7,212,Italian,2025-09-16T18:17:59,2025-09-18T21:46:47,3088.8,18.5,2.0,97.33
c85bffae-5fd9-4b05-8a1e-aea17a9bf166,29,354,Mexican,2025-05-04T17:54:40,2025-07-04T18:13:57,87859.28,12.98,5.0,96.76
d2dbb731-9573-4436-bb79-0cf3362d869f,95,58,Mexican,2025-08-30T20:39:49,2025-09-18T06:28:56,26509.12,7.09,2.0,19.73
e4e2d33f-0c7d-4969-ab14-2b7e01343381,1,105,Mexican,2025-03-30T19:50:35,2025-07-20T20:44:59,161334.4,14.65,,179.41
af5ab7cc-c02a-4ab9-b56a-a97a16e30eb9,25,172,Indian,2025-02-04T23:04:37,2025-08-27T01:44:26,292479.82,7.31,3.0,191.02
0fe91c71-dd67-49cb-b562-2bc77e3453c0,6,82,Italian,2025-08-03T09:11:23,2025-09-01T16:39:17,42207.9,16.02,5.0,77.33
31a82c0c-aea0-4575-8d3e-a2030ad7d9c1,76,309,Mexican,2025-05-07T17:48:39,2025-09-18T14:47:06,192778.45,0.51,3.0,104.95
aea54c02-9e28-4553-8f0f-447d41c9fb79,79,344,Indian,2025-06-20T22:16:25,2025-07-26T19:55:34,51699.15,13.75,5.0,172.85
14548e29-a353-4ad2-b05a-95df2430f9ad,59,466,Italian,2025-09-05T03:38:44,2025-09-17T09:28:12,17629.47,3.36,5.0,164.77
9c03dc80-fde5-4b77-bd79-677cf47f1dff,89,481,Italian,2025-04-08T23:38:41,2025-07-06T04:45:14,127026.55,14.48,5.0,132.51
0b57c966-87d0-4cb2-bd43-fef04fd19dae,52,108,Italian,2025-06-22T02:55:24,2025-06-28T21:18:32,9743.13,2.88,1.0,162.41
4c5ac1a5-b45f-4362-b603-454a4e961325,80,398,Chinese,2025-03-08T04:11:36,2025-04-22T13:14:38,65343.03,17.73,,166.25
62b08694-04a5-4052-b650-fdc152636755,20,193,Chinese,2025-01-18T18:43:53,2025-06-06T06:19:41,199415.8,6.77,4.0,31.32
c7cefea2-a509-469c-95ee-02a3310e3d7d,55,448,American,2025-03-13T06:46:48,2025-04-15T03:18:02,47311.23,19.61,1.0,136.4
593848b4-2fab-4de3-95cb-8626a9bfe3b7,51,12,Mexican,2025-06-15T05:47:15,2025-09-20T04:03:04,139575.82,12.31,5.0,166.17
